Name,Alter,Bewertung,Text
Martin,41,5,"seit Anfang Oktober dabei mit 39 Trainingseinheiten (Stand: 05.01.2021): Durch das ständige Sitzen im Homeoffice und weniger Bewegung als im normalen Büroalltag hatte ich vor allem im Lendenwirbelbereich schmerzen. Durch das Training mit Oli bin ich schmerzfrei. Die Übungen sind ein guter Ausgleich zum Arbeiten von zu Hause und passen perfekt in meine Mittagspause. Auch vor dem Tennisspielen mache ich mich mit diversen Übungen, die ich bei Oli gelernt habe, warm. Dadurch fühle ich mich beim Spielen agiler und verletzungsunanfälliger. Ich kann das Training und vor allem Oli mit seiner freundlichen und immer positiven Art wärmstens empfehlen. Mach weiter so!"
